event_id,content
E691,A social media rumor claims a teen's mom saved her daughter from sex traffickers after the girl was drugged in a Dillard's department store bathroom.
E38,ISIS has issued a fatwa to kill American puppies.
E102,A lottery winner died after attempting to gold-plate his testicles.
E137,"Fort Hood shooter Nidal Hasan was a ""vetted refugee."""
E236,"The CDC?quietly removed pages from their web site that admitted a link between Simian Virus 40 (SV40), the polio vaccine, and cancer."
E265,"An official movie poster shows Dwayne ""The Rock"" Johnson as the cartoon character Johnny Bravo."
E278,The online review site Yelp has filed a $10 million lawsuit against the Comedy Central show?South Park.
E281,"Finally, after years of online hoaxing over the date, the day on which Marty McFly arrives from the past via the time-traveling DeLorean automobile in the 1989 film Back to the Future Part II upon us &mdash; 21 October 2015"
E288,MGM strapped Leo the Lion to a table in order to film the mascot for their iconic logo.
E309,Tens of thousands of Muslim refugees are being  quietly  transported through Oklahoma (among other states) on charter buses.
E310,"Federal ""gun confiscation units"" have arrived in Penn Valley, California, to begin seizing firearms."
E332,"Facebook does not deem the display of military emblems inappropriate, despite a popular social media rumor claiming otherwise."
E506,"The poster advertising a forthcoming Twilight saga ""Moonlight Glow"" film was simply a fan tribute. No such movie is in the works."
E548,"Is Jimmy John Liautaud, the owner of Jimmy John's Gourmet Sandwiches, a big game hunter?"
E757,"Author Joyce Carol Oates retweeted a photo of Steven Spielberg with a message critical of him for ""killing"" a triceratops."
E759,"A customer at a Bismarck, N.D., WalMart reported that she found a long razor blade embedded in the handle of her shopping cart."
E135,Chattanooga shooter Muhammad Youssef Abdulazeez was a refugee.
E267,"In January 2016,?Minnesota will become the first state to make all cigarettes illegal."
E275,"A photograph shows?Corporal Sandy Levit, recently killed while attempting to rescue a wounded Ranger in Afghanistan."
E480,"A $100 off ""Back to School"" Meijer coupon is just another survey scam."
E515,Even Donald Trump didn't say that Jesus Christ was a ¡®socialist loser¡¯ because He used to feed the poor and heal the sick.
E536,"A photograph showing a giant pizza is real and part of a challenge in which intrepid diners can win $1,000."
E564,"Fake news article claims that Sarah Palin supports the notion of re-introducing slavery on a ""voluntary"" basis."
E624,"A photograph depicts an unwitting Hillary Clinton posing next to a woman  wearing an ""I'm with stupid"" shirt."
E710,Is the possession and sale of Confederate flags now illegal due to an executive order issued by President Obama?
E733,Photographs show a 134-foot anaconda caught in the Amazon after eating?257 people and 2325 animals.
E743,Oxford University Press has banned the use of all pig-related words in the books they publish in order to appease Muslims.
E87,Donald Trump's grandfather Frederick Trump was a pimp and drug dealer who made his fortune running a brothel and opium den.
E159,"Photographs depict muscular, healthy young men entering the United States as refugees from Syria in 2015."
E368,A Chicago McDonald's employee's act of kindness toward a disabled customer achieved viral popularity on Facebook.
E417,Inserting a special string into a Facebook post will not tell you whether your social networking account has been hacked.
E438,"No, the Harley Davidson of Washington, DC, dealership is not sponsoring a Louis Farrakhan-led Nation of Islam rally."
E715,Does a video show a drone airplane striking the wing of an airliner?
E751,"A video showing the ""resurrection"" of a rotten banana through the use of rice and a hair dryer is a prank, not a real tip for saving spoiled fruit."
E764,Videos of a fight between two women in an Indiana Walmart store went viral due to the participation of a 6-year-old boy in the melee.
E32,A photograph shows a vintage ad published in a 1950s Sears Catalog featuring a smiling family holding guns.
E33,A Facebook status accurately reproduced a letter from and photo of a death row inmate who blamed his mother for poor parenting.
E118,The official Campbell's customer service Facebook account insulted a customer after she complained about the brand's commercial featuring two dads.
E258,Actor Bryshere Y. Gray was shot dead in October 2015.
E399,"A Change.org petition supposedly representing Muslim refugees demands that the city of Munich, Germany, ban Oktoberfest."
E513,A Facebook user posed as a Target customer service rep and trolled critics of the chain's gender-neutral merchandise labeling policy.
E577,"A viral video shows a patient suffering from blunt force trauma flail chest, not from the deleterious effects of consuming 24 cans of Red Bull energy drink."
E658,"A fake news article claims a Philippine baby was born with stigmata, drawing thousands of Christian faithful to her birthplace."
E749,Bravecto brand Flea and tick remedy is dangerous to dogs.
E763,Izabel Laxamana reportedly typed eight suicide notes just hours before jumping to her death from a Tacoma overpass.
E794,Don't taunt an alligator to fight you. Or even to fight your truck.
E86,"On 1 December 2015 Reuters published a since-deleted article titled ""North Korean ghost boats, in deadly hunt for fish, wash up in Japan,"" reporting"
E107,"There is a secret card hidden in the ""Bigger, Blacker Box"" edition?of the Cards Against Humanity card game."
E110,"President Dwight D. Eisenhower's mother was biracial, and thus President Barack is not the ""first black president."""
E124,"On 22 November 2015, social media users began sharing links to articles reporting that President Obama had ordered the dropping of leaflets warning ISIS militants of imminent airstrikes"
E280,A photograph shows Jackie Kennedy reaching for help shortly as President John F. Kennedy was assassinated in 1963.
E286,The CDC issued a warning to all Americans urging them not to get the flu shot this year.
E298,"A misleading rumor claims police in Bulgaria found 10,000 fake passports in the hands of an ISIS-linked militant."
E319,Does the smell of a rare mushroom found in Hawaii really cause woman to have spontaneous orgasms?
E355,"A woman named Cassidy Boon is suing the man who saved her from drowning, claiming that he raped her."
E439,A video purportedly showing how to tie shoelaces without the use of hands is actually a magic trick that employs a classic misdirection technique.
E452,The U.S. Supreme Court has ruled against a Kentucky county clerk who has claimed for months that she has a religious liberty right to refuse to issue marriage certificates to same-sex couples.
E468,The voice of Darth Vader has not passed away. James Earl Jones is just the subject of yet another celebrity death hoax.
E479,"A rumor asserts that all police vehicles bear license plates ending in the letter ""L."""
E494,More than one fake news site has spread a story about an obese mom of seven purportedly arrested for starving her kids.
E529,A year-old old rumor claiming Macy's refused to hire a female veteran who served in Afghanistan is recirculating on Facebook.
E766,Contractors replacing chalkboards with whiteboards at Emerson High School in Oklahoma City uncovered preserved lessons from 1917.
E789,"PS 120 in Flushing, Queens hosted a carnival, but students who were unable to pay were excluded."
E252,Congressman Paul Ryan only worked 97 days in 2014.
E362,George Zimmerman generated widespread outrage in social media circles by retweeting a photograph of Trayvon Martin's lifeless body.
E395,"R.E.M. is suing Donald Trump over unauthorized campaign use of their song ""It's the End of the World."""
E647,Does a photograph show a natural rock formation resembling a horse drinking water?
E648,"Controversy ensued from the news that former President George W. Bush had accepted $100,000 to speak at a charity fundraiser for wounded veterans in 2012."
E739,Police say an 18-year-old Ontario man was shot and killed after he used a mobile phone tracking app to locate a lost device.
E164,An anti-masturbation mascot named Fappy the Dolphin was arrested for swimming naked with dolphins at a SeaWorld park.
E331,"Viral image suggests Donald Trump's ""Make America Great Again"" hats are manufactured in China."
E407,"In March 2015, Long Island woman Kamilah (Kam) Brock said she had been involuntarily committed by the NYPD for saying President Obama followed her on Twitter."
E562,"No, an Alabama man wasn't caught having sex with a pig in a store bathroom."
E591,"Alternative health sites have claimed that five (or six) ""holistic health doctors"" died under suspicious circumstances in June and July 2015."
E720,"A woman claiming to be a Home Depot employee posted racially offensive social media comments in the wake of the Charleston shooting, but the situation was not what it appeared to be."
E27,"A single eruption from a volcano puts more than 10,000  times the amount of carbon dioxide into the atmosphere than all of mankind has produced."
E105,"Image depicts a 102 lb. shrimp caught near Homosassa, Florida."
E430,Facebook users claims a blue sensor was secretly installed on her iPhone by a Talk N Fix employee with the intent of tracking her whereabouts.
E457,"Wes Craven, the prolific writer-director who startled audiences with iconic suburban slashers such as Nightmare on Elm Street and Scream, has died at age 76."
E514,"An Oregon cat with a fondness for sharp cheddar and catching mice has become the oldest living pet feline in the world at 26 years and 13 days, Guinness World Records officials say."
E532,Fake news prank claims that Pepsico is discontinuing their Mountain Dew soft drink.
E643,A popular video depicting an amazing 2013 Chinese fireworks demonstration was actually created with a fireworks simulation software package.
E581,"Social media users have claimed that Olive Garden restaurants donate to Planned Parenthood. The evidence is scanty, to say the least."
E589,A photograph shows a horse bearing a remarkable horse-shaped marking on its shoulder.
E631,"A viral Facebook post claims ""homosexual activists"" threw feces at Christians and defaced the Bible, but the allegation is old and unsubstantiated."
E659,A photograph show a group of wounded female veterans who have each lost one or both legs.
E478,"A series of mistakes, pranks, and hoaxes have led some people to believe that whales inhabit the waters of Lake Michigan."
E482,The National Cancer Institute has stated that cannabis kills cancer cells.
E758,"Marty McFly will be arriving from the past at 429 PM on 21 October 2015, and not a moment sooner."
E185,The History Channel aired a documentary that showed a Bigfoot creature being?captured.
E527,"Fake news reports that a woman sued Netflix after her 16-year-old daughter got pregnant during a ""Netflix N Chill"" session."
E650,Fake news article reports musicians Jay Z and Beyonce are purchasing the rights to the Confederate flag in order to prevent its further use.
E782,A viral video of Kevin Christopherson flying an ultra-light trike close to an elk herd prompted more than 30 complaints to the Wyoming Game and Fish Department.
E175,"The ""Rumblr"" mobile app enables?people to find locals with whom they may arrange street fights."
E487,Some lots of Huggies brand baby wipes are impregnated with tiny shards of glass.
E543,"FALSE A recently leaked tape captured actress and Fox News contributor Stacey Dash admitting that Fox hired her to attract ""old, (horny) white dudes."""
E592,"Fake news reports that Confederate artifacts from the Civil War Museum in Harrisburg, Pennsylvania were destroyed after the museum closed down."
E600,President Obama is reportedly pushing to extend gun background checks to Social Security disability recipients.
E712,"A family in Westfield, New Jersey, have fled their home and are suing its previous owner over mysterious threats they claim were sent by an unknown person called ""The Watcher."""
E727,"Father?David Eckstrom underwent ""eye enlargement surgery"" in order to see more of his family."
E52,A Facebook message requesting Christmas cards for 8-year-old burn victim Safyre Terry is legit.
E248,Pope Francis has endorsed Bernie Sanders for President.
E263,A?woman was arrested at a grocery store for masturbating with a sausage.
E297,A touching but fictional tale about a troubled boy named Teddy Stoddard and the teacher who turned his life around.
E392,"Twas magic that put Aleister Crowley's image on President Obama's t-shirt. Digital magic, I say!"
E537,A roadside farm stand sign advertising hilariously misspelled produce items isn't what many viewers assume it to be.
E590,President Obama has ordered U.S. flags be lowered to half-staff in honor of service members killed by a gunman in Chattanooga.
E266,"High school and/or college students who present ID can eat for free at ten popular fast food chains, including McDonald's, Pizza Hut, Chipotle, and Subway."
E293,"A woman was arrested at Walmart for ""trying on tampons and sanitary pads in the feminine care aisle."""
E380,Click-baiting fake news article reports that notorious mom Casey Anthony was found bludgeoned to death at an Ohio highway rest stop.
E391,Frito-Lay has announced the release of Doritos Rainbows to support LGBT youth through the It Gets Better project.
E627,Director Richard Donner announced that a sequel to the movie 'The Goonies' was in the works during a brief interview in 2014. But nothing's happened since.
E662,"A June 2015 Facebook post claims a woman's neighbor died of suffocation due to e-cigarette use, but the claim has neither been substantiated nor reported upon in the news."
E707,What's behind this meme? A writer's Facebook account was suspended after she shared some of the abusive and degrading messages she received from men.
E767,A British student said he paid $157 to change his name and get a new passport to avoid a $336 fee to correct his name on a Ryanair plane ticket.
E49,"Mexican drug cartel leader Joaquin ""El Chapo"" Guzman has threatened to wage war against ISIS."
E615,"Despite misleading articles to the contrary, Michelle Obama did not institute a new rule that banned the U.S. Navy from serving fried foods."
E642,"A transgender tampon, developed to ""bring each trans-woman closer to the full female experience,"" will soon hit store shelves."
E123,An image depicts a number of Syrian children killed in retaliatory airstrikes conducted by France and the U.S. after the Paris attacks.
E579,Videos recently released by the anti-abortion group Center for Medical Progress have focused attention on a medical practice previously unknown to much of the public the sale of fetal tissue acquired from  abortion clinics for medical research.
E173,"On 11 November 2015, Billings, Montana, television station KULR published an article titled ""Cabela's Employees Concerned About Future,"" reporting that a source (who spoke on the condition of anonymity)?had disclosed a pending merger between two popular outdoor recreational goods chains"
E261,Marlboro is giving away a limited number of free cartons to Facebook users who like and share a post.
E508,"Starting on 1 October 2015, smoking will be illegal in  vehicles carrying passengers under age 18 in England and Wales."
E690,Actress Jennifer Aniston wrote that gay rights activists should be ashamed for comparing themselves to those who fought at Iwo Jima.
E708,"Social media reports claim Amazon.com cited a ""federal law"" in their decision to cease selling Confederate flag merchandise."
E711,"After Amazon.com pledged to stop selling Confederate flag merchandise, rumors claimed that the online retailer still carried ISIS flags."
E781,Petco has apologized to the owner of a dog who died of heatstroke in a grooming dryer.
E359,"Images from the 'The Simpsons' showing Donald Trump running for President are from 2015, not 2000."
E484,A hoax generating site caused many social media users to be duped by claims Wawa will close all locations.
E132,A video shows two women drinking a bottle of helium infused wine.
E202,"A ""daith piercing"" can cure migraine headaches."
E354,Did President Obama forgive Rev. Al Sharpton's $4.5 million tax debt?
E396,"Kim Davis was awarded the ""prestigious 'ISIS Courage Award' for adhering to Sharia Law."""
E406,"The 1998 ""Saturday Night Live"" cartoon segment ""Conspiracy Theory Rock!"" has inspired its very own conspiracy theory."
E544,FALSE Donald Trump said he supported Cecil the Lion's killer and pledged to pay his legal fees.
E125,Keanu Reeves posted a message on his personal Facebook page about the difficulties he has overcome in life.
E338,"No, a 14-year-old Texas girl didn't claim a flu shot caused her to become pregnant."
E518,An image of the Hindu goddess Kali was projected onto the Empire State Building as part of a display meant to spark awareness of massive wildlife extinction.
E540,Rumors claiming Disney has announced 'Hocus Pocus 2' is in production are old and unfounded.
E700,Sex offenders are now required to put transparent rainbows over their Facebook profile pictures.
E760,The Hamptons Police have acquired a surplus military submarine and have since made their first arrest using the newly-deployed crimefighting craft.
E434,"An 11-year-old shot and killed an alleged intruder during a break-in in St. Louis County, Missouri, but neighbors disputed that account."
E698,"The ""Aspire News"" smartphone app reportedly enables victims of domestic violence to covertly summon help or alert trusted contacts."
E461,A photograph of what's claimed to be a pressure canner/cooker accident lacks a documented backstory.
E632,"The Memphis City Council has voted to move the remains of Nathan Bedford Forrest, but the measure has to be approved by the Tennessee Historical Commission."
E192,"A photograph taken shortly after a California ""UFO sighting"" depicts a dead alien creature."
E311,A popular video of a hibernating dormouse does not actually depict the creature's snoring sounds.
E372,Chicago TV station WGN issued an apology after a Holocaust-related graphic was used in a Yom Kippur segment.
E383,"Democratic presidential candidate Bernie Sanders had paternal relatives who died in the Holocaust, but his parents were not themselves Holocaust survivors."
E645,The Environmental Working Group reported that they found asbestos in four brands of children's crayons. Does this news posit a significant health danger?
E82,Ronda Rousey fought five muggers off in Los Angeles.
E382,"A New York Times article about a huge, sudden price increase for the drug Daraprim led to social media controversy."
E453,"No, President Obama did not blame the shooting of two Virginia journalists on ""white privilege."""
E664,Various news outlets report that Seattle sixth graders can obtain IUDs without parental consent but cannot buy soda at school.
E750,NEWS The racial identity of civil rights leader and Spokane-based NAACP leader Rachel Dolezal has been called into question.
E505,A chart created for a work of speculative fiction set in an alternate timeline has been mistaken for a true pre-colonization map of America.
E770,Additional information from our ongoing investigation into the reported shaming-related death of 13-year-old Izabel Laxamana.
E595,President Obama has not banned military recruiters from wearing uniforms because they offend terrorists.
E772,A former public school cafeteria employee claims she was fired for providing free food to students with not lunch money.
E21,Muslims recently decided to celebrate the birth of the Prophet Mohammed on 24 December (Christmas Eve) in order to preempt Christmas.
E190,"Photographs depict a rare ""Hunter's Moon,"" a phenomenon that creates the appearance of two suns in the sky."
E276,A video shows a real working hoverboard in operation in London.
E541,A fake news article reported that Congress will soon require single mothers to be jailed if they can't show proof of employment.
E617,Social media users posted objections to a target picturing a black male reportedly at a range called Shooters of Columbus.
E40,Residents of a North Carolina town rejected the local installation of a solar farm over fears the technology was harmful.
E370,"Writers lament that the Oxford Junior Dictionary has ""systematically been stripped of many words associated with nature and the countryside."""
E474,Chelsea Clinton did not claim she scrubbed controversial e-mail messages from her mother's private server due to postpartum depression.
E446,Fake news article attributes ridiculous comments about Mexico and Puerto Rico to Donald Trump.
E586,"Was Sylvester Stallone so broke before he made 'Rocky' that he sold his dog for $50 and then bought it back for $15,000?"
E633,"Effort to update gender-specific language in federal law have been mischaracterized as a plot to ""ban"" the use of the words ""husband"" and ""wife."""
E321,"A mandatory gun ownership law in Kennesaw, Georgia, caused the town's crime rate to plummet."
E693,"Online rumors suggest that pedophiles emboldened by the Supreme Court's marriage equality ruling are seeking ""equal rights"" now, too."
E257,People visiting a haunted house in Texas were horrified to discover a man eating a teenage boy inside the attraction.
E377,The Crisis Text Hotline allows anyone to speak with a crisis counselor by texting 741741.
E414,Photographs of a rainbow over the World Trade Center in New York circulated on Twitter the day before the anniversary of 11 September 2001.
E593,Fake news reports a black biker was deliberately run over after he tried to snatch a Confederate flag off a pickup truck.
E206,"Online accounts of a controversy claimed President Obama ordered a Chicago school to ""allow a transgender boy to use the girls' locker room"" or else lose federal funding."
E424,"Fake news article reports that Sarah Palin said Native Americans should go back to their homeland of ""Nativia."""
E445,A plane resembling disappeared Malaysia Airlines Flight 370 was found in a warehouse connected to CNN.
E765,"Oakland A's reliever Pat Venditte may be able to throw with either hand, but he can't pitch underwater."
E47,Stanley Kubrick admitted in an interview that he helped NASA fake the U.S. moon landings.
E116,A photograph shows a 41 lb rat that was caught in New York City.
E568,"No, Jade Helm activity did not lead to the death of a Texas resident."
E519,A doctored photograph of Fox political commentator Megyn Kelly dredges up the old claim that Fox News is owned by a Saudi prince.
E605,An early claim that Islamic State (ISIS) sent a Twitter threat about the Chattanooga shooting has since been debunked.
E611,Not everyone got the joke in a meme claiming Tylenol sales were to be banned because picking the cotton balls out of bottles is reminiscent of slavery.
E728,Michelle Obama has been chosen by the U.S. Treasury Department?to be the new face of the $10 bill.
E736,"A woman in Baltimore started a GoFundMe campaign after a neighbor allegedly described her rainbow yard light display as ""relentlessly gay."""
E112,One fart burns 67 calories.
E308,"Schools in Milford, Connecticut, briefly altered planned Halloween activities, but festivities were never ""banned"" because some people were ""offended."""
E246,"On 27 October 2015, several web sites published stories about a ""mysterious"" object that was on a ""collision course"" with earth.?While it's true that an object dubbed WT1190F is expected to enter Earth's atmosphere, scientists are not concerned about its colliding with our planet."
E347,"Fake news reports that a former Secret Service agent revealed in a ""tell-all"" book that President Obama is Muslim and gay."
E496,A fake news article reported that Donald Trump said the U.S. should build a fence around New Mexico.
E783,"Spam joins the list of rumored Oreo flavors (bacon cream, fried chicken, cheeseburger) not actually being produced by Nabisco."
E237,The mass-murdering Michael Myers character in the Halloween series of films sports what was originally a Captain Kirk mask.
E426,"Did Pope Francis say that the ""Nae Nae"" was a satanic dance?"
E302,"PIctures showing power transmission lines in the shape of ""metal giants"" in Iceland are conceptual images, not photographs of real installations."
E326,Fake news reports that McDonald's restaurants in Colorado have turned their Play Place areas into marijuana-friendly smoking zones.
E488,Would four of Donald Trump's five children have been subject to deportation under his immigration reform proposal ending birthright citizenship?
E567,"A city council comprising mostly Muslim members banned alcohol in Dearborn, Michigan."
E778,"Multiple outlets reported that two men have been arrested for manspreading, but the claim was suspiciously vague."
E667,President Obama signed an executive order authorizing the opening of an ISIS-sympathetic youth center in Dearborn.
E117,"In late November 2015 a number of news outlets reported what appeared to be an influx of ""white student union"" pages on Facebook, many of which were associated with large institutions"
E682,"While the TV Land cable channel has pulled The Dukes of Hazzard from their lineup, the show itself has not been ""banned from television."""
E101,"In November 2015, a Facebook user going by the name of Katie Brown posted a photograph of a dog with its mouth duct-taped shut, along with the caption ¡°This is what happens when you dont shut up!!!¡±"
E162,"President Obama has issued an order banning U.S. military personnel from using the word ""Christmas."""
E428,"A school district in West Islip, New York issued a ""safety alert"" warning parents of reports someone tried to lure children into an unmarked bus."
E60,Donald Trump has been disqualified from running for President due to his comments about Muslims.
E379,"Fake news article reports that a DNA test confirmed actor Bryshere Y. Gray, who plays Hakeem Lyon on the show Empire, is the son of rap mogul Jay-Z."
E224,A?photograph show a rare red owl with blue eyes.
E189,Marco Rubio said rape victims should be taken into custody and held if it's suspected they're considering abortions.
E679,"A McDonald's sign acknowledges the chain's use of ""french fry grease"" to warm coffee."
E148,Photograph depicts child victims of the 13 November 2015 terror attacks in Paris.
E411,A California Reddit user claimed his in-laws shot and butchered a pig with blue fat.
E418,How many jokes can online pranksters come up with tying this year's occurrence of Halloween to the number 666?
E641,"Rumors of a Firefly reboot circulated on Twitter, likely due to misinterpretation of a tweet sent by Jewel Staite."
E316,In recent years more preschoolers have been fatally shot than police officers.
E558,"McDonald's is trying out some self-service kiosks in U.S. locations, but not as a response to an increase in the minimum wage."
E521,A hoax-generating site pranked social media users into spreading a false claim that the Dutch Bros. coffee chain will close in 2016.
E565,Fake news reported that President Obama called for banning the display of Confederate and Tea Party flags on public property.
E317,"President Obama opened FEMA's ""first"" concentration camp in Wilcox, Arizona with plans to detain conservatives."
E416,National Geographic and Fox announced the formation of a new media company.
E511,"A story about Donald Trump's private jet carrying a critically ill 3-year-old Jewish boy from California to New York for medical treatment is true, but old."
E702,"Did Senator Joni Ernst say the GOP is ""looking at ways to get the poor off Obamacare right now""?"
E349,"This popular photo of a woman with foam in her hair is of unknown source and veracity, despite numerous news stories claiming otherwise."
E325,A Georgia teen contracted HIV while getting a sew-in hair weave.
E161,Hundreds of casualties at the 13 November 2015 France vs. Germany football match were prevented through the intervention of a Muslim security guard named Zouheir.
E454,Fake news reports a disgruntled Instagram user didn't stab her boyfriend with a selfie stick because he didn't like her photo quickly enough.
E598,"Lee Norris, better known as Cory Matthews' nerdy middle school classmate Stuart Minkus on 'Boy Meets World,' did not become actress Chanel West Coast."
E773,"The reported death of Izabel Laxamana, 13, has caused widespread controversy on social media about publicly shaming children as punishment."
E687,A viral video purportedly depicting a woman's negative reaction to a surprise kitchen makeover planned by her husband is a prank.
E738,"For the first time in over a century, U.S. paper currency will feature the face of a woman."
E26,Toddlers killed more Americans than terrorists in 2015.
E287,"On 18 October 2015, Ireland's RT¨¦ News reported that a 24-year-old male passenger fell ill and died on an Aer Lingus flight en route from Lisbon to Dublin"
E522,Scammers attempt to lure Facebook users into believing they can get a $100 JCPenney coupon for liking and sharing a post.
E685,Did ten thousand Americans sign a petition to replace the U.S. flag with a gay pride rainbow flag?
E754,"Video of police response to a pool party in McKinney, Texas, resulted in widespread online debate and unwanted attention for several parties involved."
E538,"Fake news reports that infamous mother Casey Anthony referred to Planned Parenthood as ""baby killers."""
E551,A number of web sites falsely reported that John Kerry hid a close familial connection to an Iranian official with whom he negotiated a nuclear deal.
E342,Eyelash extensions are causing women to get eye lice.
E356,Adam Sandler has not been found dead in an apparent suicide. The report is just another clickbaiting celebrity death hoax.
E41,President Obama achieved the lowest IQ score among all U.S. presidents of the last 100 years.
E76,"17-year-old Emily Stone died doing the ""condom challenge."""
E200,"The coffee chain?Starbucks removed all mentions of Christmas from their red holiday cups?because ""they hate Jesus."""
E666,Two scientists have suggested that Comet 67P could harbor a form of alien life.
E363,"Donald Trump violated Palm Beach ordinances by putting up an outsized U.S. flag and pole, then donating the money he was fined to veterans' organizations."
E166,Hundreds of people died after eating the Patti LaBelle brand 'Patti's Sweet Potato Pie.'
E517,"Gun enthusiast Shawn Fuller is suspected in the shooting deaths of his toddler sons, Uriah and Josiah."
E235,"On 26 October 2015 the?New York Post published an article (consisting of four sentences) headlined ""FBI Warns of Anarchist Plot to Ambush Cops on Halloween,"" claiming"
E343,A woman named Jewel Shuping claims a psychologist poured drain cleaner in her eyes to help her achieve her dream of blindness.
E469,A gross-out story of an adulterated burger and a Wendy's worker is completely false.
E725,"Was Charleston church shooter Dylann Roof ""taken to Burger King"" after he was arrested for murdering 9 people?"
E324,A spoof talk show video showing Pope Francis performing a tablecloth trick was mistaken for the real thing after it was circulated out of context.
E201,"A photograph depicts one of nine anti-refugee arson attacks in Sweden due to a ""civil war"" there over refugees."
E320,Fake news reports that President Obama signed a bill barring the media from naming mass shooting suspects.
E613,"An Illinois woman named Sandra Bland died in a Texas holding cell, prompting social media calls for additional investigation into her death."
E588,FEMA hasn't warned Americans that a catastrophic natural disaster will devastate the Pacific Northwest in 2015.
E553,A unusual subterranean industrial complex known as SubTropolis chugs along beneath Kansas City.
E594,"No, a photograph does not reveal that the inspiration for the Minions in ""Despicable Me"" were young Nazi poison gas test subjects."
E606,Has the American Psychological Association classified a strong religious belief as a mental disorder?
E746,A federal court has formally charge President Obama with treason.
E385,"Warning A link purporting to enable the ""newly introduced"" Facebook Dislike button is a scam."
E29,A can of cookie dough exploded inside a woman's vagina during a shoplifting incident at Walmart.
E199,"On 5 November 2015, the entertainment gossip web site?TMZ published an article about Bindi Irwin, daughter of the late Australian wildlife television star Steve Irwin (who was killed while filming an underwater documentary film in 2006), and some contractual difficulties relating to her appearance on the popular Dancing with the Stars television program"
E234,Comedian Tyler Perry has bought American Airlines and renamed it African-American Airlines.
E381,"The small Michigan town of Menominee will be accepting 4,500 Syrian refugees."
E587,Rumors claim Fairfax County (Virginia) schools are adding gender identity and other controversial material to mandatory sex ed lessons for youngsters.
E571,Fake news articles report a real-life fallen angel was captured after it dropped from the skies.
E657,Subway restaurants have announced that they are now adding peas to their guacamole.
E670,"A GoFundMe page for Amber Roof, sister of accused Charleston shooter Dylann Roof, prompted widespread outrage by seeking $5,000 to cover lost wedding costs."
E569,"A 2012 TED Talk video by Nick Hanauer about income inequality has not been ""banned."""
E575,Fake news reports that an Xbox One forcefully ejected a disc which fatally slashed a teenager's throat.
E93,Three suspicious Middle Eastern men (later found to be likely ISIS operatives)?attempted?to purchase vehicles in Virginia.
E607,"Seattle's mayor is involved in an effort to make home loans accessible to Muslim workers, not to force local businesses to ""comply with Sharia law."""
E436,A viral story about a developmentally disabled bagger is made up of an old anecdote and a completely unrelated photograph.
E684,A pair of Greenland islands resemble two people kissing.
E726,A video shows a German man who cut everything he owned in half?after a divorce.
E463,This photograph does not show a border fence between Mexico and Guatemala. It's actually a barrier between the U.S. and Mexico.
E472,Pumpkin Spice Latte M&Ms are real and available in stores.
E264,Muslim students removed?wooden pews from?Wichita State University's chapel because they lacked a place in which to kneel and pray.
E762,President Obama has announced he will force Americans to pay slavery reparations beginning in 2016.
E357,"A photograph purportedly showing shooting victim Trayvon Martin at Space Camp in 2009 is real, although it's actually from Experience Aviation."
E271,A photograph?shows gorgeous fall foliage in upstate New York.
E780,"Many skeptics now maintain the ""Charlie Charlie challenge"" that hit social media was just a ""viral marketing hoax"" for a horror movie. Was that the case?"
E683,"Social media warnings are circulating about an increase in sharks in Myrtle Beach, South Carolina."
E585,Is McDonald's offering a cough syrup-based drink called the McLean for a limited time?
E596,"It's true. Country music's top couple, Blake Shelton and Miranda Lambert, have announced a pending divorce."
E203,Singer Avril Lavigne died and was replaced by a doppelg&auml;nger.
E220,"Three-hundred and eighteen people were shot and killed on Halloween in Chicago, and President Obama subsequently declared a state of emergency in the city."
E485,"Despite a number of articles about ""Friends Forever Tampons"" (a conjoined feminine hygiene product), they almost certainly don't exist."
E196,Jennifer Aniston is collecting Facebook likes in order to facilitate a reunion of the TV show?Friends.
E663,Thousands of Christian couples have filed for divorce to protest the Supreme Court's ruling on marriage equality.
E486,"Rumors about an ""asteroid threat"" have been addressed by NASA."
E621,Several media outlets were fooled by a fake news story about a woman's butt implants exploding while she was doing squats for a workout video.
E787,Fake news item reports that President Obama has admitted to forging his birth certificate.
E249,Price-Look Up (PLU) code stickers on vegetables and fruit are edible.
E546,"A quote attributed to birth control advocate Margaret Sanger likens Slavs and Jews to human ""weeds"" in need of eradication."
E422,Is the Navy ship the USS Ronald Reagan being renamed the USS Obama?
E602,Some Americans were puzzled or dismayed by the White House¡¯s not lowering the U.S. flag to half-staff after the Chattanooga shootings.
E55,A photograph shows President Obama holding a rocket launcher in a car with Abu Bakr al-Baghdadi.
E443,A photograph purportedly showing a translucent butterfly is actually an image that was Photoshopped to use soap bubbles for the creature's wings.
E459,Seemingly mismatched timestamps from a tweet by Virginia shooting victim Alison Parker's boyfriend are not proof of anything suspicious.
E582,A fake news article falsely claims that NASA has announced the Earth will experience 15 straight days of darkness in December 2015.
E464,Actor (and former California governor) Arnold Schwarzenegger has not passed away of a heart attack. He's the victim of another celebrity death hoax.
E394,Facebook user John Brantley published a status update reporting he fed a dying homeless man he found digging through the trash for food.
E747,New Jersey Gov. Chris Christie said?that Viagra-like pills for women would increase the incidence of lesbianism.
E653,Actor Johnny Depp enrolled in medical school in order to save a sick child.
E345,The state of Alabama made a controversial decision to close certain driver's license officers following the implementation of voter ID laws.
E572,Bobbi Kristina Brown has died at the age of 22.
E184,An elderly Michigan woman was arrested for making purses out of her neighbors' cats.
E22,"A photograph shows ""the darkest baby in the world."""
